Date,Open,High,Low,Close,Volume
2018-01-01,99.97061137503718,100.06342480143056,99.71180539734132,99.991293501391,3779809
2018-01-02,99.03272488059488,99.45859768587695,98.65734589369181,98.95058748127865,3953064
2018-01-03,98.68671344568664,99.19564907245429,98.6358356008839,98.89633173894903,1650213
2018-01-04,98.62415552998104,99.13594391537642,98.2104262713187,98.5020888621452,4865406
2018-01-05,98.64921536519451,98.91649967066057,98.13803384627272,98.70769468835844,2563040
2018-01-08,98.86990045816928,98.99282161591988,98.57618839725892,98.71985863043984,4693982
2018-01-09,99.33815511019311,99.44459530794012,99.27259070790029,99.30471609308316,2773817
2018-01-10,99.20922648442954,99.29568604993176,98.70028662749024,98.99249510534216,3969086
2018-01-11,99.34630761864817,99.44057236820429,99.06430912734601,99.13379138310981,4514322
2018-01-12,99.0927792588293,99.55122783476311,98.52340599914905,99.25497059938249,2240776
2018-01-15,99.90972805523732,100.08388550094321,99.09888016916302,99.97315656998995,1989401
2018-01-16,100.03381255073818,100.37706851087599,99.54719488821809,99.68111565577573,4257805
2018-01-17,99.13478869783769,99.67286556280862,98.94023036196238,99.12115481995515,4987425
2018-01-18,97.76443248373278,98.43911382910503,96.82250118336479,97.9393630321161,4579312
2018-01-19,98.18283592749593,98.21194446426091,97.70086719876521,98.13609856807977,2575385
2018-01-22,98.32865422664642,98.62124678277569,97.63806804015994,98.08314231079012,1830752
2018-01-23,97.55670715709842,98.25310752532795,96.8322824068782,97.42930893839652,4707130
2018-01-24,96.52221704127916,96.89858568922001,96.48226785528527,96.89250790172807,3449746
2018-01-25,96.59215177523797,97.07601266051618,96.32654384496584,96.60634336034502,4711324
2018-01-26,96.79901430429526,96.81143988274945,96.64581035321213,96.73802660173952,3787651
2018-01-29,96.26975911422643,96.86122895181597,95.93535467685834,96.55779517242067,3797997
2018-01-30,96.93866362178122,97.2253737311078,96.00695338704213,96.64934114172355,1530015
2018-01-31,97.30790965283502,98.08841289612927,97.1238378262435,97.61809912073231,3745253
2018-02-01,96.78430178183271,97.15893866564538,96.71300923731883,96.77504545264854,2194113
2018-02-02,96.56857450438393,96.80936402062696,96.33806999379505,96.785958294129,3637029
2018-02-05,96.92414516199922,97.0586508962329,96.88204636914517,96.89336112923495,1293033
2018-02-06,96.68699931942311,96.87230765312924,96.6003116562466,96.69296777547711,4520455
2018-02-07,96.61415866234898,96.786027722511,96.11252811748813,96.48516992448928,3592430
2018-02-08,95.91270599714579,96.56245009536325,95.73908084166048,96.25990627921178,1702684
2018-02-09,96.36287161537061,96.55367133474324,95.80799210688714,96.3398650110738,3089621
2018-02-12,96.36870889694575,96.4824347426247,95.92839901591861,96.00872802071015,1685633
2018-02-13,96.46653308698454,96.69036082444468,96.14844215930952,96.420068978939,2864594
2018-02-14,96.05012883800855,96.12838039862378,95.57298879842125,95.73512985679348,1236468
2018-02-15,95.97682481080629,95.97951104365985,95.33994215093281,95.94749346173047,4362240
2018-02-16,96.15912168942265,96.92514974111911,95.63384691528618,96.14718866305465,4656640
2018-02-19,95.47300407930251,95.95515901017293,95.32151803323785,95.70456775324548,3052617
2018-02-20,95.77544866831236,96.17758069961748,95.73232882266733,96.0755056575493,4184740
2018-02-21,95.92333556903382,96.69517622859325,95.84182591165087,96.12779043516997,4849829
2018-02-22,96.056754949136,96.08656908969813,95.79492869061558,96.04582049746885,2407043
2018-02-23,96.96070143201321,97.11595177029507,96.81189476863901,96.94358502575518,3519919
2018-02-26,97.53030119226582,97.6519764484808,96.8782025408063,97.2105143946697,2997261
2018-02-27,97.34792876457766,97.78758804000408,96.5853184696715,96.95325986971145,2124839
2018-02-28,96.60838446689054,97.11057752845213,96.46103358616621,96.76841739964722,3976699
2018-03-01,97.12146664426133,97.33761708739488,97.08070921782809,97.22397842391837,1489318
2018-03-02,97.45045233701359,97.4710651155259,97.16726588450008,97.40983822603638,4023279
2018-03-05,96.88940988191948,97.13569302689332,96.15965758762363,97.09693407026572,2131461
2018-03-06,96.92716734235063,97.1854137987296,96.72150384181731,96.78250530850508,2891977
2018-03-07,96.27301604221205,96.48056311764174,95.92998091203678,96.21499600056609,1317357
2018-03-08,96.11758506491684,96.20976372951539,95.70877079726391,95.82319224006189,4768798
2018-03-09,96.30907139414619,96.42889626216741,95.85038813361024,95.9471874023503,4068033
2018-03-12,95.40412877274494,95.66700188103479,95.28427089668332,95.35587138415899,2375622
2018-03-13,95.90978033274192,96.03118299185168,95.8914534675703,95.93712635502672,2868991
2018-03-14,95.87304331386564,96.00327591259918,95.83735954111044,95.8840868638869,1614425
2018-03-15,96.36732196742453,96.73193532520052,96.3482780724099,96.59959264743529,2389309
2018-03-16,97.12159465569363,97.70186168383803,97.08661217837482,97.28024918778512,1005959
2018-03-19,97.04748873723194,97.57996137562115,96.66327336235581,97.31712220014397,4933056
2018-03-20,97.37890185974119,97.61650792176039,97.20613758238466,97.55226222964029,2460386
2018-03-21,97.69839391222224,97.84514065427868,97.60998777016643,97.80612611517819,1148062
2018-03-22,96.99680780970348,97.58462390851084,96.95661127781915,97.16020910257139,1998475
2018-03-23,96.88829391908989,97.23135464672633,96.64461368094267,96.96589446345298,2859546
2018-03-26,96.6368813280199,97.0159537241052,96.36544614798034,96.89642660677389,1747550
2018-03-27,97.44792415471927,97.61024106266208,97.19532814429196,97.44016736020042,4730534
2018-03-28,97.33693396392064,97.47105713502917,96.98360851533259,97.06503081125035,1104735
2018-03-29,96.72826837307454,97.38385529424397,96.44479524175053,97.31725555510872,4249686
2018-03-30,97.18365268561463,97.57710657272597,97.14356684584808,97.30217537034272,1843333
2018-04-02,96.3626058993989,97.11467120073759,95.79307415048014,96.5023662248402,1253603
2018-04-03,97.33378768137658,97.42643077032935,97.04482858715286,97.20499913147933,2504725
2018-04-04,96.44709607994012,96.80260560195819,96.08789587835456,96.29505692272528,3299932
2018-04-05,95.79138192008514,96.37252488063704,95.45287981002093,95.99197659721888,1407542
2018-04-06,95.7626686633999,96.42642462089526,95.70818919462138,96.06510018359698,4038773
2018-04-09,95.94351964608056,96.02790400602812,95.71956305156729,95.90902337506338,4397856
2018-04-10,95.8466958948384,96.28970124114059,95.71318903935322,95.72974699526512,1006673
